filename,cls,xymin,xymax,names
ILSVRC2012_val_00048643,n04553703,"(117, 153)","(468, 371)","washbasin, handbasin, washbowl, lavabo, wash-hand basin"
ILSVRC2012_val_00048642,n01532829,"(128, 101)","(433, 285)","house finch, linnet, Carpodacus mexicanus"
ILSVRC2012_val_00048641,n02277742,"(131, 227)","(196, 275)","ringlet, ringlet butterfly"
ILSVRC2012_val_00048640,n02012849,"(102, 22)","(329, 374)",crane
ILSVRC2012_val_00048639,n02095314,"(31, 49)","(422, 374)",wire-haired fox terrier
ILSVRC2012_val_00048638,n03690938,"(120, 46)","(237, 457)",lotion
ILSVRC2012_val_00048637,n03110669,"(0, 13)","(307, 498)","cornet, horn, trumpet, trump"
ILSVRC2012_val_00048636,n02108000,"(25, 38)","(261, 363)",EntleBucher
ILSVRC2012_val_00048635,n10565667,"(252, 61)","(499, 374)",scuba diver
ILSVRC2012_val_00048634,n03530642,"(0, 0)","(499, 387)",honeycomb
ILSVRC2012_val_00048633,n03347037,"(30, 7)","(383, 389)","fire screen, fireguard"
ILSVRC2012_val_00048632,n02676566,"(41, 161)","(461, 337)",acoustic guitar
ILSVRC2012_val_00048631,n03110669,"(389, 173)","(434, 276)","cornet, horn, trumpet, trump"
ILSVRC2012_val_00048630,n07714990,"(16, 1)","(499, 312)",broccoli
ILSVRC2012_val_00048629,n02100877,"(107, 176)","(373, 421)","Irish setter, red setter"
ILSVRC2012_val_00048628,n03250847,"(312, 124)","(466, 232)",drumstick
ILSVRC2012_val_00048627,n02104029,"(0, 112)","(330, 297)",kuvasz
ILSVRC2012_val_00048626,n03998194,"(7, 0)","(358, 498)","prayer rug, prayer mat"
ILSVRC2012_val_00048625,n02113799,"(32, 14)","(306, 434)",standard poodle
ILSVRC2012_val_00048624,n03958227,"(3, 1)","(412, 498)",plastic bag
ILSVRC2012_val_00048623,n03891332,"(154, 85)","(289, 497)",parking meter
ILSVRC2012_val_00048622,n04099969,"(0, 0)","(499, 374)","rocking chair, rocker"
ILSVRC2012_val_00048621,n02808440,"(73, 336)","(326, 456)","bathtub, bathing tub, bath, tub"
ILSVRC2012_val_00048620,n03642806,"(576, 100)","(798, 326)","laptop, laptop computer"
ILSVRC2012_val_00048619,n04120489,"(23, 1)","(492, 232)",running shoe
ILSVRC2012_val_00048618,n02437312,"(45, 96)","(407, 348)","Arabian camel, dromedary, Camelus dromedarius"
ILSVRC2012_val_00048617,n03775546,"(0, 53)","(499, 342)",mixing bowl
ILSVRC2012_val_00048616,n03388183,"(122, 182)","(1222, 612)",fountain pen
ILSVRC2012_val_00048615,n03743016,"(57, 85)","(353, 284)","megalith, megalithic structure"
ILSVRC2012_val_00048614,n01968897,"(352, 101)","(464, 181)","chambered nautilus, pearly nautilus, nautilus"
ILSVRC2012_val_00048613,n02093991,"(15, 22)","(286, 488)",Irish terrier
ILSVRC2012_val_00048612,n03759954,"(140, 249)","(255, 422)","microphone, mike"
ILSVRC2012_val_00048611,n03794056,"(34, 2)","(260, 333)",mousetrap
ILSVRC2012_val_00048610,n03770679,"(35, 45)","(455, 344)",minivan
ILSVRC2012_val_00048609,n03944341,"(0, 2)","(498, 374)",pinwheel
ILSVRC2012_val_00048608,n02487347,"(177, 81)","(367, 303)",macaque
ILSVRC2012_val_00048607,n02095889,"(5, 26)","(323, 399)","Sealyham terrier, Sealyham"
ILSVRC2012_val_00048606,n02002556,"(175, 179)","(229, 267)","white stork, Ciconia ciconia"
ILSVRC2012_val_00048605,n02870880,"(33, 370)","(497, 498)",bookcase
ILSVRC2012_val_00048604,n04254777,"(253, 26)","(484, 432)",sock
ILSVRC2012_val_00048603,n02999410,"(0, 192)","(373, 358)",chain
ILSVRC2012_val_00048602,n04591713,"(140, 0)","(373, 498)",wine bottle
ILSVRC2012_val_00048601,n01807496,"(27, 65)","(271, 310)",partridge
ILSVRC2012_val_00048600,n01518878,"(68, 52)","(241, 249)","ostrich, Struthio camelus"
ILSVRC2012_val_00048599,n03014705,"(20, 3)","(488, 403)",chest
ILSVRC2012_val_00048598,n04505470,"(62, 22)","(443, 155)",typewriter keyboard
ILSVRC2012_val_00048597,n03047690,"(276, 6)","(440, 252)","clog, geta, patten, sabot"
ILSVRC2012_val_00048596,n07717410,"(25, 1)","(422, 374)",acorn squash
ILSVRC2012_val_00048595,n03180011,"(14, 16)","(375, 373)",desktop computer
ILSVRC2012_val_00048594,n02328150,"(0, 45)","(465, 374)","Angora, Angora rabbit"
ILSVRC2012_val_00048593,n01776313,"(153, 156)","(450, 464)",tick
ILSVRC2012_val_00048592,n02089867,"(82, 45)","(499, 374)","Walker hound, Walker foxhound"
ILSVRC2012_val_00048591,n02110341,"(73, 12)","(442, 338)","dalmatian, coach dog, carriage dog"
ILSVRC2012_val_00048590,n04204238,"(2, 321)","(165, 424)",shopping basket
ILSVRC2012_val_00048589,n03991062,"(46, 0)","(348, 498)","pot, flowerpot"
ILSVRC2012_val_00048588,n02097209,"(40, 37)","(323, 460)",standard schnauzer
ILSVRC2012_val_00048587,n02910353,"(394, 650)","(484, 723)",buckle
ILSVRC2012_val_00048586,n07920052,"(106, 16)","(353, 237)",espresso
ILSVRC2012_val_00048585,n02667093,"(25, 12)","(787, 1679)",abaya
ILSVRC2012_val_00048584,n03676483,"(835, 48)","(953, 443)","lipstick, lip rouge"
ILSVRC2012_val_00048583,n02747177,"(228, 151)","(347, 274)","ashcan, trash can, garbage can, wastebin, ash bin, ash-bin, ashbin, dustbin, trash barrel, trash bin"
ILSVRC2012_val_00048582,n03891332,"(141, 2)","(410, 374)",parking meter
ILSVRC2012_val_00048581,n02445715,"(179, 87)","(499, 332)","skunk, polecat, wood pussy"
ILSVRC2012_val_00048580,n04523525,"(5, 2)","(372, 157)",vault
ILSVRC2012_val_00048579,n04553703,"(9, 88)","(396, 357)","washbasin, handbasin, washbowl, lavabo, wash-hand basin"
ILSVRC2012_val_00048578,n02106166,"(182, 47)","(375, 426)",Border collie
ILSVRC2012_val_00048577,n03529860,"(25, 13)","(481, 339)","home theater, home theatre"
ILSVRC2012_val_00048576,n01494475,"(208, 19)","(368, 281)","hammerhead, hammerhead shark"
ILSVRC2012_val_00048575,n02018795,"(155, 90)","(386, 300)",bustard
ILSVRC2012_val_00048574,n01729977,"(46, 64)","(464, 257)","green snake, grass snake"
ILSVRC2012_val_00048573,n02687172,"(76, 156)","(499, 332)","aircraft carrier, carrier, flattop, attack aircraft carrier"
ILSVRC2012_val_00048572,n04335435,"(51, 84)","(464, 326)","streetcar, tram, tramcar, trolley, trolley car"
ILSVRC2012_val_00048571,n02869837,"(49, 78)","(363, 401)","bonnet, poke bonnet"
ILSVRC2012_val_00048570,n02174001,"(30, 88)","(455, 328)",rhinoceros beetle
ILSVRC2012_val_00048569,n03785016,"(47, 175)","(345, 329)",moped
ILSVRC2012_val_00048568,n04259630,"(8, 60)","(219, 175)",sombrero
ILSVRC2012_val_00048567,n03141823,"(300, 156)","(319, 270)",crutch
ILSVRC2012_val_00048566,n03717622,"(81, 58)","(393, 349)",manhole cover
ILSVRC2012_val_00048565,n03630383,"(215, 231)","(385, 532)","lab coat, laboratory coat"
ILSVRC2012_val_00048564,n04252077,"(117, 241)","(426, 374)",snowmobile
ILSVRC2012_val_00048563,n03544143,"(79, 49)","(172, 273)",hourglass
ILSVRC2012_val_00048562,n01978455,"(32, 111)","(445, 271)","rock crab, Cancer irroratus"
ILSVRC2012_val_00048561,n03496892,"(16, 72)","(464, 331)","harvester, reaper"
ILSVRC2012_val_00048560,n02364673,"(25, 72)","(483, 267)","guinea pig, Cavia cobaya"
ILSVRC2012_val_00048559,n03874599,"(382, 521)","(493, 680)",padlock
ILSVRC2012_val_00048558,n03920288,"(71, 153)","(344, 333)",Petri dish
ILSVRC2012_val_00048557,n03347037,"(9, 39)","(213, 298)","fire screen, fireguard"
ILSVRC2012_val_00048556,n02814533,"(50, 138)","(222, 244)","beach wagon, station wagon, wagon, estate car, beach waggon, station waggon, waggon"
ILSVRC2012_val_00048555,n02965783,"(87, 39)","(499, 331)",car mirror
ILSVRC2012_val_00048554,n03124043,"(57, 19)","(214, 334)",cowboy boot
ILSVRC2012_val_00048553,n02006656,"(93, 34)","(431, 325)",spoonbill
ILSVRC2012_val_00048552,n01601694,"(17, 61)","(209, 217)","water ouzel, dipper"
ILSVRC2012_val_00048551,n04252077,"(86, 180)","(303, 364)",snowmobile
ILSVRC2012_val_00048550,n04357314,"(319, 200)","(394, 342)","sunscreen, sunblock, sun blocker"
ILSVRC2012_val_00048549,n01829413,"(2, 0)","(495, 371)",hornbill
ILSVRC2012_val_00048548,n01704323,"(64, 0)","(499, 306)",triceratops
ILSVRC2012_val_00048547,n02504013,"(45, 27)","(321, 472)","Indian elephant, Elephas maximus"
ILSVRC2012_val_00048546,n02317335,"(137, 71)","(373, 318)","starfish, sea star"
ILSVRC2012_val_00048545,n04542943,"(37, 55)","(287, 425)",waffle iron
ILSVRC2012_val_00048544,n04039381,"(278, 338)","(305, 386)","racket, racquet"
ILSVRC2012_val_00048543,n04330267,"(114, 0)","(458, 360)",stove
ILSVRC2012_val_00048542,n01698640,"(2, 3)","(499, 361)","American alligator, Alligator mississipiensis"
ILSVRC2012_val_00048541,n04532106,"(107, 27)","(442, 269)",vestment
ILSVRC2012_val_00048540,n02011460,"(161, 60)","(421, 355)",bittern
ILSVRC2012_val_00048539,n04591713,"(311, 155)","(451, 498)",wine bottle
ILSVRC2012_val_00048538,n07836838,"(116, 32)","(410, 281)","chocolate sauce, chocolate syrup"
ILSVRC2012_val_00048537,n02105056,"(0, 10)","(396, 498)",groenendael
ILSVRC2012_val_00048536,n02101388,"(114, 85)","(235, 370)",Brittany spaniel
ILSVRC2012_val_00048535,n02408429,"(195, 152)","(409, 297)","water buffalo, water ox, Asiatic buffalo, Bubalus bubalis"
ILSVRC2012_val_00048534,n09421951,"(214, 191)","(498, 374)","sandbar, sand bar"
ILSVRC2012_val_00048533,n04265275,"(292, 2)","(388, 101)",space heater
ILSVRC2012_val_00048532,n03208938,"(172, 129)","(383, 380)","disk brake, disc brake"
ILSVRC2012_val_00048531,n03888605,"(149, 245)","(341, 330)","parallel bars, bars"
ILSVRC2012_val_00048530,n02105251,"(28, 46)","(326, 295)",briard
ILSVRC2012_val_00048529,n04179913,"(213, 144)","(265, 275)",sewing machine
ILSVRC2012_val_00048528,n02948072,"(140, 41)","(263, 142)","candle, taper, wax light"
ILSVRC2012_val_00048527,n02097298,"(151, 86)","(281, 301)","Scotch terrier, Scottish terrier, Scottie"
ILSVRC2012_val_00048526,n12144580,"(378, 326)","(397, 350)",corn
ILSVRC2012_val_00048525,n02443114,"(62, 115)","(184, 272)","polecat, fitch, foulmart, foumart, Mustela putorius"
ILSVRC2012_val_00048524,n03271574,"(260, 59)","(363, 332)","electric fan, blower"
ILSVRC2012_val_00048523,n01774384,"(156, 66)","(292, 257)","black widow, Latrodectus mactans"
ILSVRC2012_val_00048522,n03841143,"(67, 1)","(465, 370)","odometer, hodometer, mileometer, milometer"
ILSVRC2012_val_00048521,n02730930,"(0, 25)","(490, 476)",apron
ILSVRC2012_val_00048520,n04418357,"(142, 0)","(423, 222)","theater curtain, theatre curtain"
ILSVRC2012_val_00048519,n02971356,"(1, 28)","(340, 448)",carton
ILSVRC2012_val_00048518,n04296562,"(64, 97)","(451, 287)",stage
ILSVRC2012_val_00048517,n03445777,"(182, 79)","(432, 327)",golf ball
ILSVRC2012_val_00048516,n04037443,"(45, 112)","(434, 302)","racer, race car, racing car"
ILSVRC2012_val_00048515,n02107683,"(12, 3)","(408, 331)",Bernese mountain dog
ILSVRC2012_val_00048514,n03000247,"(427, 78)","(865, 550)","chain mail, ring mail, mail, chain armor, chain armour, ring armor, ring armour"
ILSVRC2012_val_00048513,n02102177,"(38, 65)","(352, 477)",Welsh springer spaniel
ILSVRC2012_val_00048512,n02111277,"(0, 81)","(392, 297)","Newfoundland, Newfoundland dog"
ILSVRC2012_val_00048511,n02410509,"(71, 13)","(499, 310)",bison
ILSVRC2012_val_00048510,n04399382,"(10, 43)","(437, 480)","teddy, teddy bear"
ILSVRC2012_val_00048509,n01704323,"(33, 91)","(455, 250)",triceratops
ILSVRC2012_val_00048508,n04458633,"(137, 36)","(232, 498)",totem pole
ILSVRC2012_val_00048507,n03394916,"(219, 196)","(499, 383)","French horn, horn"
ILSVRC2012_val_00048506,n02917067,"(57, 154)","(495, 245)","bullet train, bullet"
ILSVRC2012_val_00048505,n01774750,"(89, 127)","(386, 366)",tarantula
ILSVRC2012_val_00048504,n04118538,"(360, 168)","(395, 216)",rugby ball
ILSVRC2012_val_00048503,n04532106,"(31, 161)","(338, 498)",vestment
ILSVRC2012_val_00048502,n02129165,"(701, 193)","(1833, 1183)","lion, king of beasts, Panthera leo"
ILSVRC2012_val_00048501,n02113023,"(160, 22)","(499, 374)","Pembroke, Pembroke Welsh corgi"
ILSVRC2012_val_00048500,n02137549,"(91, 65)","(267, 498)",mongoose
ILSVRC2012_val_00048499,n02117135,"(154, 107)","(368, 373)","hyena, hyaena"
ILSVRC2012_val_00048498,n02115641,"(145, 148)","(458, 364)","dingo, warrigal, warragal, Canis dingo"
ILSVRC2012_val_00048497,n03240683,"(48, 22)","(438, 325)","drilling platform, offshore rig"
ILSVRC2012_val_00048496,n02441942,"(23, 60)","(469, 342)",weasel
ILSVRC2012_val_00048495,n03781244,"(51, 52)","(498, 473)",monastery
ILSVRC2012_val_00048494,n02769748,"(2, 21)","(496, 348)","backpack, back pack, knapsack, packsack, rucksack, haversack"
ILSVRC2012_val_00048493,n02097130,"(222, 89)","(387, 312)",giant schnauzer
ILSVRC2012_val_00048492,n04507155,"(157, 0)","(441, 226)",umbrella
ILSVRC2012_val_00048491,n02488702,"(118, 102)","(280, 376)","colobus, colobus monkey"
ILSVRC2012_val_00048490,n03841143,"(158, 256)","(337, 299)","odometer, hodometer, mileometer, milometer"
ILSVRC2012_val_00048489,n03623198,"(139, 204)","(525, 945)",knee pad
ILSVRC2012_val_00048488,n02100236,"(300, 100)","(2395, 1721)",German short-haired pointer
ILSVRC2012_val_00048487,n04310018,"(128, 230)","(498, 347)",steam locomotive
ILSVRC2012_val_00048486,n02107908,"(44, 92)","(445, 257)",Appenzeller
ILSVRC2012_val_00048485,n03617480,"(125, 118)","(210, 303)",kimono
ILSVRC2012_val_00048484,n04311174,"(174, 87)","(361, 238)",steel drum
ILSVRC2012_val_00048483,n03676483,"(32, 22)","(196, 668)","lipstick, lip rouge"
ILSVRC2012_val_00048482,n01644373,"(94, 109)","(407, 315)","tree frog, tree-frog"
ILSVRC2012_val_00048481,n04356056,"(0, 77)","(427, 274)","sunglasses, dark glasses, shades"
ILSVRC2012_val_00048480,n01669191,"(82, 50)","(421, 352)","box turtle, box tortoise"
ILSVRC2012_val_00048479,n04310018,"(15, 24)","(499, 288)",steam locomotive
ILSVRC2012_val_00048478,n02979186,"(0, 0)","(304, 153)",cassette player
ILSVRC2012_val_00048477,n02165105,"(97, 91)","(417, 284)",tiger beetle
ILSVRC2012_val_00048476,n02096177,"(213, 57)","(369, 297)","cairn, cairn terrier"
ILSVRC2012_val_00048475,n02486261,"(281, 88)","(567, 463)","patas, hussar monkey, Erythrocebus patas"
ILSVRC2012_val_00048474,n03938244,"(53, 43)","(418, 401)",pillow
ILSVRC2012_val_00048473,n02966687,"(17, 0)","(455, 363)","carpenter's kit, tool kit"
ILSVRC2012_val_00048472,n03187595,"(30, 1)","(349, 386)","dial telephone, dial phone"
ILSVRC2012_val_00048471,n04548280,"(88, 72)","(427, 438)",wall clock
ILSVRC2012_val_00048470,n03126707,"(1, 2)","(407, 372)",crane
ILSVRC2012_val_00048469,n02102318,"(62, 72)","(325, 477)","cocker spaniel, English cocker spaniel, cocker"
ILSVRC2012_val_00048468,n02058221,"(260, 18)","(499, 358)","albatross, mollymawk"
ILSVRC2012_val_00048467,n01677366,"(159, 153)","(319, 228)","common iguana, iguana, Iguana iguana"
ILSVRC2012_val_00048466,n13052670,"(183, 115)","(311, 222)","hen-of-the-woods, hen of the woods, Polyporus frondosus, Grifola frondosa"
ILSVRC2012_val_00048465,n09421951,"(3, 403)","(1027, 679)","sandbar, sand bar"
ILSVRC2012_val_00048464,n04557648,"(185, 25)","(247, 210)",water bottle
ILSVRC2012_val_00048463,n01629819,"(123, 120)","(499, 284)","European fire salamander, Salamandra salamandra"
ILSVRC2012_val_00048462,n09332890,"(0, 200)","(499, 374)","lakeside, lakeshore"
ILSVRC2012_val_00048461,n03590841,"(2, 1)","(352, 372)",jack-o'-lantern
ILSVRC2012_val_00048460,n04509417,"(32, 110)","(291, 475)","unicycle, monocycle"
ILSVRC2012_val_00048459,n02422699,"(37, 70)","(289, 498)","impala, Aepyceros melampus"
ILSVRC2012_val_00048458,n04517823,"(101, 117)","(499, 281)","vacuum, vacuum cleaner"
ILSVRC2012_val_00048457,n04483307,"(35, 1)","(544, 335)",trimaran
ILSVRC2012_val_00048456,n03110669,"(0, 91)","(434, 229)","cornet, horn, trumpet, trump"
ILSVRC2012_val_00048455,n02951358,"(91, 198)","(495, 273)",canoe
ILSVRC2012_val_00048454,n03208938,"(2, 1)","(499, 373)","disk brake, disc brake"
ILSVRC2012_val_00048453,n04525305,"(0, 16)","(471, 374)",vending machine
ILSVRC2012_val_00048452,n04367480,"(32, 115)","(962, 520)","swab, swob, mop"
ILSVRC2012_val_00048451,n03899768,"(0, 239)","(384, 374)","patio, terrace"
ILSVRC2012_val_00048450,n03777754,"(17, 75)","(465, 289)",modem
ILSVRC2012_val_00048449,n03623198,"(161, 99)","(238, 242)",knee pad
ILSVRC2012_val_00048448,n02410509,"(15, 80)","(469, 335)",bison
ILSVRC2012_val_00048447,n04366367,"(0, 1)","(373, 498)",suspension bridge
ILSVRC2012_val_00048446,n04517823,"(205, 153)","(339, 346)","vacuum, vacuum cleaner"
ILSVRC2012_val_00048445,n01629819,"(56, 92)","(447, 280)","European fire salamander, Salamandra salamandra"
ILSVRC2012_val_00048444,n03770679,"(56, 93)","(400, 279)",minivan
ILSVRC2012_val_00048443,n03272010,"(72, 132)","(311, 498)",electric guitar
ILSVRC2012_val_00048442,n03492542,"(49, 26)","(440, 293)","hard disc, hard disk, fixed disk"
ILSVRC2012_val_00048441,n04252225,"(0, 118)","(473, 413)","snowplow, snowplough"
ILSVRC2012_val_00048440,n02119789,"(164, 144)","(279, 280)","kit fox, Vulpes macrotis"
ILSVRC2012_val_00048439,n02101556,"(2, 121)","(373, 498)","clumber, clumber spaniel"
ILSVRC2012_val_00048438,n02115913,"(96, 89)","(499, 334)","dhole, Cuon alpinus"
ILSVRC2012_val_00048437,n01532829,"(192, 130)","(308, 396)","house finch, linnet, Carpodacus mexicanus"
ILSVRC2012_val_00048436,n02112706,"(161, 2)","(391, 212)",Brabancon griffon
ILSVRC2012_val_00048435,n03000134,"(1, 312)","(499, 380)",chainlink fence
ILSVRC2012_val_00048434,n04612504,"(29, 161)","(499, 317)",yawl
ILSVRC2012_val_00048433,n02640242,"(192, 131)","(298, 480)",sturgeon
ILSVRC2012_val_00048432,n02091244,"(114, 21)","(280, 335)","Ibizan hound, Ibizan Podenco"
ILSVRC2012_val_00048431,n03016953,"(0, 6)","(393, 374)","chiffonier, commode"
ILSVRC2012_val_00048430,n04540053,"(0, 0)","(597, 592)",volleyball
ILSVRC2012_val_00048429,n07715103,"(59, 11)","(303, 219)",cauliflower
ILSVRC2012_val_00048428,n04252077,"(32, 98)","(308, 498)",snowmobile
ILSVRC2012_val_00048427,n02110341,"(303, 49)","(465, 332)","dalmatian, coach dog, carriage dog"
ILSVRC2012_val_00048426,n02788148,"(237, 95)","(280, 498)","bannister, banister, balustrade, balusters, handrail"
ILSVRC2012_val_00048425,n04120489,"(14, 6)","(468, 380)",running shoe
ILSVRC2012_val_00048424,n04317175,"(1, 0)","(457, 246)",stethoscope
ILSVRC2012_val_00048423,n02264363,"(1, 1)","(459, 332)","lacewing, lacewing fly"
ILSVRC2012_val_00048422,n02319095,"(139, 70)","(351, 268)",sea urchin
ILSVRC2012_val_00048421,n02091831,"(25, 39)","(379, 374)","Saluki, gazelle hound"
ILSVRC2012_val_00048420,n02098286,"(257, 116)","(366, 304)",West Highland white terrier
ILSVRC2012_val_00048419,n12620546,"(217, 77)","(362, 300)","hip, rose hip, rosehip"
ILSVRC2012_val_00048418,n03796401,"(77, 25)","(499, 283)",moving van
ILSVRC2012_val_00048417,n02808304,"(0, 0)","(499, 221)",bath towel
ILSVRC2012_val_00048416,n04235860,"(12, 112)","(598, 304)",sleeping bag
ILSVRC2012_val_00048415,n03676483,"(94, 101)","(226, 677)","lipstick, lip rouge"
ILSVRC2012_val_00048414,n02264363,"(15, 0)","(389, 235)","lacewing, lacewing fly"
ILSVRC2012_val_00048413,n07565083,"(41, 11)","(290, 476)",menu
ILSVRC2012_val_00048412,n03916031,"(35, 285)","(247, 490)","perfume, essence"
ILSVRC2012_val_00048411,n04525305,"(222, 170)","(266, 278)",vending machine
ILSVRC2012_val_00048410,n03710193,"(67, 36)","(349, 189)","mailbox, letter box"
ILSVRC2012_val_00048409,n03485794,"(0, 0)","(3633, 4779)","handkerchief, hankie, hanky, hankey"
ILSVRC2012_val_00048408,n01930112,"(1, 161)","(316, 327)","nematode, nematode worm, roundworm"
ILSVRC2012_val_00048407,n03980874,"(360, 20)","(573, 475)",poncho
ILSVRC2012_val_00048406,n01774384,"(22, 38)","(386, 361)","black widow, Latrodectus mactans"
ILSVRC2012_val_00048405,n03146219,"(107, 68)","(258, 348)",cuirass
ILSVRC2012_val_00048404,n04335435,"(117, 104)","(402, 297)","streetcar, tram, tramcar, trolley, trolley car"
ILSVRC2012_val_00048403,n02106662,"(12, 27)","(410, 497)","German shepherd, German shepherd dog, German police dog, alsatian"
ILSVRC2012_val_00048402,n03793489,"(205, 213)","(398, 335)","mouse, computer mouse"
ILSVRC2012_val_00048401,n02268443,"(66, 106)","(332, 302)","dragonfly, darning needle, devil's darning needle, sewing needle, snake feeder, snake doctor, mosquito hawk, skeeter hawk"
ILSVRC2012_val_00048400,n02109525,"(153, 93)","(463, 353)","Saint Bernard, St Bernard"
ILSVRC2012_val_00048399,n07684084,"(45, 127)","(473, 338)",French loaf
ILSVRC2012_val_00048398,n04476259,"(28, 87)","(346, 443)",tray
ILSVRC2012_val_00048397,n03207941,"(21, 1)","(240, 150)","dishwasher, dish washer, dishwashing machine"
ILSVRC2012_val_00048396,n02101556,"(27, 26)","(458, 357)","clumber, clumber spaniel"
ILSVRC2012_val_00048395,n02966687,"(56, 242)","(433, 498)","carpenter's kit, tool kit"
